ts,event_id,event_slug,event_title,market_id,market_slug,outcome_label,token_id,best_bid,best_ask,mid,spread,bid_depth,ask_depth
2025-12-24T10:08:11.498160Z,event_001,nba-dal-vs-gsw,NBA: DAL vs GSW,market_001,winner,DAL,27426045815532469100226706692910991202156624950954955894432875721683678887819,0.1,0.102,0.101,0.001999999999999988,5396.599999999999,78811.83
